id,year,decade,rank,title,artist,title_norm,artist_norm,source,url,word_count
1,2015,2010,1,Uptown Funk,Mark Ronson featuring Bruno Mars,uptown funk,mark ronson,genius,https://genius.com/Genius-traduzioni-italiane-mark-ronson-uptown-funk-ft-bruno-mars-traduzione-italiana-lyrics,638.0
2,2015,2010,2,Thinking Out Loud,Ed Sheeran,thinking out loud,ed sheeran,genius,https://genius.com/Ed-sheeran-thinking-out-loud-lyrics,325.0
3,2015,2010,3,See You Again,Wiz Khalifa featuring Charlie Puth,see you again,wiz khalifa,genius,https://genius.com/Wiz-khalifa-see-you-again-lyrics,438.0
4,2015,2010,4,Trap Queen,Fetty Wap,trap queen,fetty wap,genius,https://genius.com/Fetty-wap-trap-queen-lyrics,608.0
5,2015,2010,5,Sugar,Maroon 5,sugar,maroon 5,genius,https://genius.com/Maroon-5-sugar-lyrics,474.0
6,2015,2010,6,Shut Up and Dance,Walk the Moon,shut up and dance,walk the moon,genius,https://genius.com/Walk-the-moon-shut-up-and-dance-lyrics,348.0
7,2015,2010,7,Blank Space,Taylor Swift,blank space,taylor swi,genius,https://genius.com/Taylor-swift-blank-space-lyrics,519.0
8,2015,2010,8,Watch Me,Silentó,watch me,silento,genius,https://genius.com/Silento-watch-me-whip-lyrics,428.0
9,2015,2010,9,Earned It,The Weeknd,earned it,the weeknd,genius,https://genius.com/The-weeknd-earned-it-lyrics,321.0
10,2015,2010,11,Cheerleader (Felix Jaehn Remix),OMI,cheerleader felix jaehn remix,omi,genius,https://genius.com/Omi-cheerleader-felix-jaehn-remix-lyrics,287.0
11,2015,2010,12,Can't Feel My Face,The Weeknd,cant feel my face,the weeknd,genius,https://genius.com/The-weeknd-cant-feel-my-face-lyrics,493.0
12,2015,2010,13,Love Me Like You Do,Ellie Goulding,love me like you do,ellie goulding,genius,https://genius.com/Ellie-goulding-love-me-like-you-do-lyrics,351.0
13,2015,2010,14,Take Me to Church,Hozier,take me to church,hozier,genius,https://genius.com/Hozier-take-me-to-church-lyrics,436.0
14,2015,2010,15,Bad Blood,Taylor Swift featuring Kendrick Lamar,bad blood,taylor swi,azlyrics,https://www.azlyrics.com/lyrics/taylorswift/badblood.html,485.0
15,2015,2010,16,Lean On,Major Lazer and DJ Snake featuring MØ,lean on,major lazer and dj snake,genius,https://genius.com/Genius-greek-translations-major-lazer-lean-on-ft-m-and-dj-snake-lyrics,417.0
16,2015,2010,17,Want to Want Me,Jason Derulo,want to want me,jason derulo,genius,https://genius.com/Jason-derulo-want-to-want-me-lyrics,442.0
17,2015,2010,18,Shake It Off,Taylor Swift,shake it off,taylor swi,genius,https://genius.com/Taylor-swift-shake-it-off-lyrics,557.0
18,2015,2010,19,Where Are Ü Now,Jack Ü featuring Justin Bieber,where are u now,jack u,genius,https://genius.com/Jack-u-where-are-u-now-marshmello-remix-skrillex-flip-lyrics,244.0
19,2015,2010,20,Fight Song,Rachel Platten,fight song,rachel platten,genius,https://genius.com/Rachel-platten-fight-song-lyrics,359.0
20,2015,2010,21,679,Fetty Wap featuring Remy Boyz,679,fetty wap,genius,https://genius.com/Fetty-wap-679-lyrics,578.0
21,2015,2010,22,Lips Are Movin,Meghan Trainor,lips are movin,meghan trainor,genius,https://genius.com/Meghan-trainor-lips-are-movin-lyrics,544.0
22,2015,2010,23,Worth It,Fifth Harmony featuring Kid Ink,worth it,fi,genius,https://genius.com/Fifth-harmony-worth-it-lyrics,623.0
23,2015,2010,24,Post to Be,Omarion featuring Chris Brown and Jhené Aiko,post to be,omarion,genius,https://genius.com/Omarion-post-to-be-lyrics,759.0
24,2015,2010,25,"Honey, I'm Good.",Andy Grammer,honey im good,andy grammer,genius,https://genius.com/Andy-grammer-honey-im-good-lyrics,477.0
25,2015,2010,26,I'm Not the Only One,Sam Smith,im not the only one,sam smith,genius,https://genius.com/Sam-smith-im-not-the-only-one-lyrics,244.0
26,2015,2010,27,Good for You,Selena Gomez featuring ASAP Rocky,good for you,selena gomez,genius,https://genius.com/Selena-gomez-good-for-you-lyrics,445.0
27,2015,2010,28,All About That Bass,Meghan Trainor,all about that bass,meghan trainor,genius,https://genius.com/Meghan-trainor-all-about-that-bass-lyrics,520.0
28,2015,2010,29,Style,Taylor Swift,style,taylor swi,genius,https://genius.com/Taylor-swift-style-lyrics,390.0
29,2015,2010,30,Hotline Bling,Drake,hotline bling,drake,genius,https://genius.com/Drake-hotline-bling-lyrics,431.0
30,2015,2010,31,Hey Mama,"David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack",hey mama,david guetta,genius,https://genius.com/David-guetta-hey-mama-lyrics,514.0
31,2015,2010,32,G.D.F.R.,Flo Rida featuring Sage the Gemini and Lookas,gdfr,flo rida,genius,https://genius.com/Flo-rida-gdfr-lyrics,403.0
32,2015,2010,33,What Do You Mean?,Justin Bieber,what do you mean,justin bieber,genius,https://genius.com/Justin-bieber-what-do-you-mean-lyrics,454.0
33,2015,2010,34,Photograph,Ed Sheeran,photograph,ed sheeran,genius,https://genius.com/Ed-sheeran-photograph-lyrics,324.0
34,2015,2010,35,Hello,Adele,hello,adele,genius,https://genius.com/Adele-hello-lyrics,365.0
35,2015,2010,36,Stitches,Shawn Mendes,stitches,shawn mendes,genius,https://genius.com/Shawn-mendes-stitches-lyrics,383.0
36,2015,2010,37,Talking Body,Tove Lo,talking body,tove lo,genius,https://genius.com/Tove-lo-talking-body-lyrics,442.0
37,2015,2010,38,Jealous,Nick Jonas,jealous,nick jonas,genius,https://genius.com/Nick-jonas-jealous-lyrics,367.0
38,2015,2010,39,Time of Our Lives,Pitbull and Ne-Yo,time of our lives,pitbull and neyo,genius,https://genius.com/Pitbull-and-ne-yo-time-of-our-lives-lyrics,646.0
39,2015,2010,40,Locked Away,R. City featuring Adam Levine,locked away,r city,genius,https://genius.com/R-city-locked-away-lyrics,640.0
40,2015,2010,41,Somebody,Natalie La Rose featuring Jeremih,somebody,natalie la rose,genius,https://genius.com/Natalie-la-rose-somebody-lyrics,439.0
42,2015,2010,43,Centuries,Fall Out Boy,centuries,fall out boy,genius,https://genius.com/Fall-out-boy-centuries-lyrics,350.0
43,2015,2010,44,My Way,Fetty Wap featuring Monty,my way,fetty wap,genius,https://genius.com/Fetty-wap-my-way-lyrics,597.0
44,2015,2010,45,Take Your Time,Sam Hunt,take your time,sam hunt,genius,https://genius.com/Sam-hunt-take-your-time-lyrics,409.0
45,2015,2010,46,Animals,Maroon 5,animals,maroon 5,genius,https://genius.com/Maroon-5-animals-lyrics,486.0
46,2015,2010,47,I Don't Fuck with You,Big Sean featuring E-40,i dont fuck with you,big sean,genius,https://genius.com/Big-sean-i-dont-fuck-with-you-lyrics,966.0
47,2015,2010,48,Bitch Better Have My Money,Rihanna,bitch better have my money,rihanna,genius,https://genius.com/Rihanna-bitch-better-have-my-money-lyrics,381.0
48,2015,2010,49,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,flex ooh ooh ooh,rich homie quan,genius,https://genius.com/Rich-homie-quan-flex-ooh-ooh-ooh-lyrics,552.0
49,2015,2010,50,Nasty Freestyle,T-Wayne,nasty freestyle,twayne,genius,https://genius.com/T-wayne-nasty-freestyle-lyrics,359.0
50,2015,2010,51,Only,"Nicki Minaj featuring Drake, Lil Wayne and Chris Brown",only,nicki minaj,genius,https://genius.com/Nicki-minaj-only-lyrics,867.0
51,2015,2010,52,Elastic Heart,Sia,elastic heart,sia,genius,https://genius.com/Sia-elastic-heart-lyrics,382.0
52,2015,2010,53,Cool for the Summer,Demi Lovato,cool for the summer,demi lovato,genius,https://genius.com/Demi-lovato-cool-for-the-summer-lyrics,343.0
53,2015,2010,54,Renegades,X Ambassadors,renegades,x ambassadors,genius,https://genius.com/X-ambassadors-renegades-lyrics,158.0
54,2015,2010,55,I Don't Mind,Usher featuring Juicy J,i dont mind,usher,genius,https://genius.com/Usher-i-dont-mind-lyrics,667.0
55,2015,2010,56,Love Me Harder,Ariana Grande and The Weeknd,love me harder,ariana grande and the weeknd,genius,https://genius.com/Genius-turkce-ceviriler-ariana-grande-and-the-weeknd-love-me-harder-turkce-ceviri-lyrics,369.0
56,2015,2010,57,Wildest Dreams,Taylor Swift,wildest dreams,taylor swi,genius,https://genius.com/Taylor-swift-wildest-dreams-lyrics,356.0
57,2015,2010,58,Stay with Me,Sam Smith,stay with me,sam smith,genius,https://genius.com/Sam-smith-stay-with-me-lyrics,179.0
58,2015,2010,59,You Know You Like It,DJ Snake and AlunaGeorge,you know you like it,dj snake and alunageorge,genius,https://genius.com/Dj-snake-and-alunageorge-you-know-you-like-it-lyrics,343.0
59,2015,2010,60,Uma Thurman,Fall Out Boy,uma thurman,fall out boy,genius,https://genius.com/Fall-out-boy-uma-thurman-lyrics,323.0
60,2015,2010,61,7/11,Beyoncé,711,beyonce,genius,https://genius.com/Beyonce-7-11-lyrics,681.0
61,2015,2010,62,The Heart Wants What It Wants,Selena Gomez,the heart wants what it wants,selena gomez,genius,https://genius.com/Selena-gomez-the-heart-wants-what-it-wants-lyrics,405.0
62,2015,2010,63,Girl Crush,Little Big Town,girl crush,little big town,genius,https://genius.com/Little-big-town-girl-crush-lyrics,195.0
63,2015,2010,64,Slow Motion,Trey Songz,slow motion,trey songz,genius,https://genius.com/Trey-songz-slow-motion-lyrics,300.0
64,2015,2010,65,Drag Me Down,One Direction,drag me down,one direction,genius,https://genius.com/One-direction-drag-me-down-lyrics,378.0
65,2015,2010,66,Truffle Butter,Nicki Minaj featuring Drake and Lil Wayne,truffle butter,nicki minaj,genius,https://genius.com/Nicki-minaj-truffle-butter-lyrics,553.0
66,2015,2010,67,One Last Time,Ariana Grande,one last time,ariana grande,genius,https://genius.com/Ariana-grande-one-last-time-lyrics,403.0
67,2015,2010,68,Chains,Nick Jonas,chains,nick jonas,genius,https://genius.com/Nick-jonas-chains-lyrics,319.0
68,2015,2010,69,All Eyes on You,Meek Mill featuring Chris Brown and Nicki Minaj,all eyes on you,meek mill,genius,https://genius.com/Meek-mill-all-eyes-on-you-lyrics,598.0
69,2015,2010,70,No Type,Rae Sremmurd,no type,rae sremmurd,genius,https://genius.com/Rae-sremmurd-no-type-lyrics,505.0
70,2015,2010,71,Riptide,Vance Joy,riptide,vance joy,genius,https://genius.com/Vance-joy-riptide-lyrics,352.0
71,2015,2010,72,Classic Man,Jidenna featuring Roman GianArthur,classic man,jidenna,genius,https://genius.com/Jidenna-classic-man-lyrics,525.0
72,2015,2010,73,Ex's & Oh's,Elle King,exs ohs,elle king,genius,https://genius.com/Elle-king-exs-and-ohs-lyrics,347.0
73,2015,2010,74,Dear Future Husband,Meghan Trainor,dear future husband,meghan trainor,genius,https://genius.com/Meghan-trainor-dear-future-husband-lyrics,385.0
74,2015,2010,75,Marvin Gaye,Charlie Puth featuring Meghan Trainor,marvin gaye,charlie puth,genius,https://genius.com/Charlie-puth-marvin-gaye-lyrics,340.0
75,2015,2010,76,Like I'm Gonna Lose You,Meghan Trainor featuring John Legend,like im gonna lose you,meghan trainor,genius,https://genius.com/Meghan-trainor-like-im-gonna-lose-you-lyrics,357.0
76,2015,2010,77,Habits (Stay High),Tove Lo,habits stay high,tove lo,genius,https://genius.com/Tove-lo-habits-stay-high-lyrics,329.0
77,2015,2010,78,The Hanging Tree,James Newton Howard featuring Jennifer Lawrence,the hanging tree,james newton howard,genius,https://genius.com/James-newton-howard-the-hanging-tree-lyrics,265.0
78,2015,2010,79,CoCo,O.T. Genasis,coco,ot genasis,genius,https://genius.com/Ot-genasis-coco-lyrics,344.0
79,2015,2010,80,Bang Bang,"Jessie J, Ariana Grande and Nicki Minaj",bang bang,jessie j ariana grande and nicki minaj,genius,https://genius.com/Genius-traduzioni-italiane-jessie-j-bang-bang-ft-ariana-grande-and-nicki-minaj-traduzione-italiana-lyrics,544.0
80,2015,2010,81,Lay Me Down,Sam Smith,lay me down,sam smith,genius,https://genius.com/Sam-smith-lay-me-down-lyrics,230.0
81,2015,2010,82,Tuesday,ILoveMakonnen featuring Drake,tuesday,ilovemakonnen,genius,https://genius.com/Ilovemakonnen-tuesday-lyrics,587.0
82,2015,2010,83,Hit the Quan,iLoveMemphis,hit the quan,ilovememphis,genius,https://genius.com/Ilovememphis-hit-the-quan-lyrics,507.0
83,2015,2010,84,Downtown,"Macklemore & Ryan Lewis featuring Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster Caz",downtown,macklemore ryan lewis,azlyrics,https://www.azlyrics.com/lyrics/macklemore/downtown.html,713.0
84,2015,2010,85,House Party,Sam Hunt,house party,sam hunt,genius,https://genius.com/Sam-hunt-house-party-lyrics,341.0
85,2015,2010,86,Ayo,Chris Brown and Tyga,ayo,chris brown and tyga,genius,https://genius.com/Chris-brown-and-tyga-ayo-lyrics,647.0
86,2015,2010,87,Kick the Dust Up,Luke Bryan,kick the dust up,luke bryan,genius,https://genius.com/Luke-bryan-kick-the-dust-up-lyrics,339.0
87,2015,2010,88,Blessings,Big Sean featuring Drake and Kanye West,blessings,big sean,genius,https://genius.com/Big-sean-blessings-lyrics,908.0
88,2015,2010,89,Budapest,George Ezra,budapest,george ezra,genius,https://genius.com/George-ezra-budapest-lyrics,299.0
89,2015,2010,90,Chandelier,Sia,chandelier,sia,genius,https://genius.com/Sia-chandelier-lyrics,379.0
90,2015,2010,91,Heartbeat Song,Kelly Clarkson,heartbeat song,kelly clarkson,genius,https://genius.com/Kelly-clarkson-heartbeat-song-lyrics,432.0
91,2015,2010,92,Don't,Ed Sheeran,dont,ed sheeran,genius,https://genius.com/Ed-sheeran-dont-lyrics,619.0
92,2015,2010,93,Ghost,Ella Henderson,ghost,ella henderson,genius,https://genius.com/Ella-henderson-ghost-lyrics,463.0
93,2015,2010,94,Here,Alessia Cara,here,alessia cara,genius,https://genius.com/Alessia-cara-here-lyrics,465.0
94,2015,2010,95,Waves (Robin Schulz Remix),Mr Probz,waves robin schulz remix,mr probz,genius,https://genius.com/Mr-probz-waves-robin-schulz-remix-lyrics,374.0
95,2015,2010,96,El Perdón,Nicky Jam and Enrique Iglesias,el perdon,nicky jam and enrique iglesias,genius,https://genius.com/Genius-english-translations-nicky-jam-and-enrique-iglesias-el-perdon-english-translation-lyrics,416.0
96,2015,2010,97,She Knows,Ne-Yo featuring Juicy J,she knows,neyo,genius,https://genius.com/Ne-yo-she-knows-lyrics,519.0
97,2015,2010,98,Night Changes,One Direction,night changes,one direction,genius,https://genius.com/One-direction-night-changes-lyrics,333.0
98,2015,2010,99,Back to Back,Drake,back to back,drake,genius,https://genius.com/Drake-back-to-back-lyrics,526.0
99,2015,2010,100,How Deep Is Your Love,Calvin Harris and Disciples,how deep is your love,calvin harris and disciples,genius,https://genius.com/Calvin-harris-and-disciples-how-deep-is-your-love-calvin-harris-and-r3hab-remix-lyrics,166.0
100,2016,2010,1,Love Yourself,Justin Bieber,love yourself,justin bieber,genius,https://genius.com/Justin-bieber-love-yourself-lyrics,442.0
101,2016,2010,3,One Dance,Drake featuring Wizkid and Kyla,one dance,drake,genius,https://genius.com/Genius-turkce-ceviriler-drake-one-dance-ft-wizkid-and-kyla-turkce-ceviri-lyrics,368.0
102,2016,2010,4,Work,Rihanna featuring Drake,work,rihanna,genius,https://genius.com/Genius-deutsche-ubersetzungen-rihanna-work-ft-drake-deutsche-ubersetzung-lyrics,610.0
103,2016,2010,5,Stressed Out,Twenty One Pilots,stressed out,twenty one pilots,genius,https://genius.com/Twenty-one-pilots-stressed-out-lyrics,526.0
104,2016,2010,6,Panda,Desiigner,panda,desiigner,genius,https://genius.com/Desiigner-panda-lyrics,784.0
105,2016,2010,7,Hello,Adele,hello,adele,genius,https://genius.com/Adele-hello-lyrics,365.0
106,2016,2010,8,Don't Let Me Down,The Chainsmokers featuring Daya,dont let me down,the chainsmokers,genius,https://genius.com/The-chainsmokers-dont-let-me-down-lyrics,363.0
107,2016,2010,9,Can't Stop the Feeling!,Justin Timberlake,cant stop the feeling,justin timberlake,genius,https://genius.com/Justin-timberlake-cant-stop-the-feeling-lyrics,551.0
108,2016,2010,10,Closer,The Chainsmokers featuring Halsey,closer,the chainsmokers,genius,https://genius.com/Boyce-avenue-closer-the-chainsmokers-and-halsey-cover-lyrics,340.0
109,2016,2010,11,Cheap Thrills,Sia featuring Sean Paul,cheap thrills,sia,genius,https://genius.com/Sia-cheap-thrills-remix-lyrics,600.0
110,2016,2010,12,7 Years,Lukas Graham,7 years,lukas graham,genius,https://genius.com/Lukas-graham-7-years-lyrics,441.0
111,2016,2010,13,Needed Me,Rihanna,needed me,rihanna,genius,https://genius.com/Rihanna-needed-me-lyrics,307.0
112,2016,2010,14,My House,Flo Rida,my house,flo rida,genius,https://genius.com/Flo-rida-my-house-lyrics,435.0
113,2016,2010,15,I Took a Pill in Ibiza,Mike Posner,i took a pill in ibiza,mike posner,genius,https://genius.com/Mike-posner-i-took-a-pill-in-ibiza-lyrics,408.0
114,2016,2010,16,Work from Home,Fifth Harmony featuring Ty Dolla Sign,work from home,fi,genius,https://genius.com/Fifth-harmony-work-from-home-lyrics,466.0
115,2016,2010,17,This Is What You Came For,Calvin Harris featuring Rihanna,this is what you came for,calvin harris,genius,https://genius.com/Calvin-harris-and-rihanna-this-is-what-you-came-for-lyrics,226.0
116,2016,2010,18,Cake by the Ocean,DNCE,cake by the ocean,dnce,genius,https://genius.com/Dnce-cake-by-the-ocean-lyrics,443.0
117,2016,2010,19,"Me, Myself & I",G-Eazy and Bebe Rexha,me myself i,geazy and bebe rexha,genius,https://genius.com/G-eazy-and-bebe-rexha-me-myself-and-i-lyrics,667.0
118,2016,2010,20,Ride,Twenty One Pilots,ride,twenty one pilots,genius,https://genius.com/Twenty-one-pilots-ride-lyrics,395.0
119,2016,2010,22,Pillowtalk,Zayn,pillowtalk,zayn,genius,https://genius.com/Zayn-pillowtalk-lyrics,337.0
120,2016,2010,23,Stitches,Shawn Mendes,stitches,shawn mendes,genius,https://genius.com/Shawn-mendes-stitches-lyrics,383.0
121,2016,2010,24,Hotline Bling,Drake,hotline bling,drake,genius,https://genius.com/Drake-hotline-bling-lyrics,431.0
122,2016,2010,25,Cold Water,Major Lazer featuring Justin Bieber and MØ,cold water,major lazer,genius,https://genius.com/Major-lazer-cold-water-delirious-and-alex-k-remix-lyrics,276.0
123,2016,2010,26,Send My Love (To Your New Lover),Adele,send my love to your new lover,adele,genius,https://genius.com/Adele-send-my-love-to-your-new-lover-lyrics,405.0
124,2016,2010,27,Roses,The Chainsmokers featuring Rozes,roses,the chainsmokers,genius,https://genius.com/The-chainsmokers-roses-lyrics,228.0
125,2016,2010,28,Treat You Better,Shawn Mendes,treat you better,shawn mendes,genius,https://genius.com/Shawn-mendes-treat-you-better-lyrics,293.0
126,2016,2010,29,Too Good,Drake featuring Rihanna,too good,drake,genius,https://genius.com/Alex-aiono-i-hate-you-i-love-you-by-gnash-and-too-good-by-drake-ft-rihanna-lyrics,290.0
127,2016,2010,30,Low Life,Future featuring The Weeknd,low life,future,genius,https://genius.com/Future-low-life-lyrics,844.0
128,2016,2010,31,What Do You Mean?,Justin Bieber,what do you mean,justin bieber,genius,https://genius.com/Justin-bieber-what-do-you-mean-lyrics,454.0
129,2016,2010,32,The Hills,The Weeknd,the hills,the weeknd,genius,https://genius.com/The-weeknd-the-hills-lyrics,460.0
130,2016,2010,33,Just Like Fire,P!nk,just like fire,pnk,genius,https://genius.com/P-nk-just-like-fire-lyrics,528.0
131,2016,2010,34,Broccoli,DRAM featuring Lil Yachty,broccoli,dram,genius,https://genius.com/Dram-broccoli-lyrics,610.0
132,2016,2010,35,Don't,Bryson Tiller,dont,bryson tiller,genius,https://genius.com/Bryson-tiller-dont-lyrics,378.0
133,2016,2010,36,Dangerous Woman,Ariana Grande,dangerous woman,ariana grande,genius,https://genius.com/Ariana-grande-dangerous-woman-lyrics,370.0
134,2016,2010,37,Jumpman,Drake and Future,jumpman,drake and future,genius,https://genius.com/Drake-and-future-jumpman-lyrics,487.0
135,2016,2010,38,"I Hate U, I Love U",Gnash featuring Olivia O'Brien,i hate u i love u,gnash,genius,https://genius.com/Gnash-i-hate-u-i-love-u-lyrics,570.0
136,2016,2010,39,Here,Alessia Cara,here,alessia cara,genius,https://genius.com/Alessia-cara-here-lyrics,465.0
137,2016,2010,40,Same Old Love,Selena Gomez,same old love,selena gomez,genius,https://genius.com/Selena-gomez-same-old-love-lyrics,373.0
138,2016,2010,41,Controlla,Drake,controlla,drake,genius,https://genius.com/Drake-controlla-lyrics,429.0
139,2016,2010,42,Like I'm Gonna Lose You,Meghan Trainor featuring John Legend,like im gonna lose you,meghan trainor,genius,https://genius.com/Meghan-trainor-like-im-gonna-lose-you-lyrics,357.0
140,2016,2010,43,One Call Away,Charlie Puth,one call away,charlie puth,genius,https://genius.com/Charlie-puth-one-call-away-lyrics,236.0
141,2016,2010,44,Let It Go,James Bay,let it go,james bay,genius,https://genius.com/James-bay-let-it-go-lyrics,296.0
142,2016,2010,45,No,Meghan Trainor,no,meghan trainor,genius,https://genius.com/Meghan-trainor-no-lyrics,689.0
143,2016,2010,46,Never Forget You,Zara Larsson and MNEK,never forget you,zara larsson and mnek,genius,https://genius.com/Zara-larsson-and-mnek-never-forget-you-mnek-vip-lyrics,622.0
144,2016,2010,47,Let Me Love You,DJ Snake featuring Justin Bieber,let me love you,dj snake,genius,https://genius.com/Dj-snake-let-me-love-you-lyrics,347.0
145,2016,2010,48,Don't Mind,Kent Jones,dont mind,kent jones,genius,https://genius.com/Kent-jones-dont-mind-lyrics,630.0
146,2016,2010,49,H.O.L.Y.,Florida Georgia Line,holy,florida georgia line,genius,https://genius.com/Florida-georgia-line-holy-lyrics,273.0
147,2016,2010,50,We Don't Talk Anymore,Charlie Puth featuring Selena Gomez,we dont talk anymore,charlie puth,genius,https://genius.com/Charlie-puth-we-dont-talk-anymore-lyrics,474.0
148,2016,2010,51,Into You,Ariana Grande,into you,ariana grande,genius,https://genius.com/Ariana-grande-into-you-lyrics,484.0
149,2016,2010,52,Gold,Kiiara,gold,kiiara,genius,https://genius.com/Kiiara-gold-lyrics,606.0
150,2016,2010,53,Exchange,Bryson Tiller,exchange,bryson tiller,genius,https://genius.com/Bryson-tiller-exchange-lyrics,443.0
151,2016,2010,54,679,Fetty Wap featuring Remy Boyz,679,fetty wap,genius,https://genius.com/Fetty-wap-679-lyrics,578.0
152,2016,2010,55,Oui,Jeremih,oui,jeremih,genius,https://genius.com/Jeremih-oui-lyrics,424.0
153,2016,2010,56,Hands to Myself,Selena Gomez,hands to myself,selena gomez,genius,https://genius.com/Selena-gomez-hands-to-myself-lyrics,321.0
154,2016,2010,57,2 Phones,Kevin Gates,2 phones,kevin gates,genius,https://genius.com/Kevin-gates-2-phones-lyrics,710.0
155,2016,2010,58,Starboy,The Weeknd featuring Daft Punk,starboy,the weeknd,genius,https://genius.com/Genius-turkce-ceviriler-the-weeknd-starboy-ft-daft-punk-turkce-ceviri-lyrics,422.0
156,2016,2010,59,For Free,DJ Khaled featuring Drake,for free,dj khaled,genius,https://genius.com/Dj-khaled-for-free-lyrics,468.0
157,2016,2010,60,Never Be Like You,Flume featuring Kai,never be like you,flume,genius,https://genius.com/Flume-never-be-like-you-lyrics,377.0
158,2016,2010,61,In the Night,The Weeknd,in the night,the weeknd,genius,https://genius.com/The-weeknd-in-the-night-lyrics,383.0
159,2016,2010,62,Me Too,Meghan Trainor,me too,meghan trainor,genius,https://genius.com/Meghan-trainor-me-too-lyrics,356.0
160,2016,2010,63,Ex's & Oh's,Elle King,exs ohs,elle king,genius,https://genius.com/Elle-king-exs-and-ohs-lyrics,347.0
161,2016,2010,64,Die a Happy Man,Thomas Rhett,die a happy man,thomas rhett,genius,https://genius.com/Thomas-rhett-die-a-happy-man-lyrics,314.0
162,2016,2010,65,White Iverson,Post Malone,white iverson,post malone,genius,https://genius.com/Post-malone-white-iverson-lyrics,454.0
163,2016,2010,66,Close,Nick Jonas featuring Tove Lo,close,nick jonas,genius,https://genius.com/Nick-jonas-close-lyrics,417.0
164,2016,2010,67,Unsteady,X Ambassadors,unsteady,x ambassadors,genius,https://genius.com/X-ambassadors-unsteady-lyrics,177.0
166,2016,2010,69,Down in the DM,Yo Gotti featuring Nicki Minaj,down in the dm,yo gotti,genius,https://genius.com/Yo-gotti-down-in-the-dm-remix-lyrics,741.0
167,2016,2010,70,Luv,Tory Lanez,luv,tory lanez,genius,https://genius.com/Tory-lanez-luv-lyrics,506.0
168,2016,2010,71,Sorry,Beyoncé,sorry,beyonce,genius,https://genius.com/Beyonce-sorry-lyrics,447.0
169,2016,2010,72,Can't Feel My Face,The Weeknd,cant feel my face,the weeknd,genius,https://genius.com/The-weeknd-cant-feel-my-face-lyrics,493.0
170,2016,2010,73,Hymn for the Weekend,Coldplay,hymn for the weekend,coldplay,genius,https://genius.com/Coldplay-hymn-for-the-weekend-lyrics,379.0
171,2016,2010,74,Say It,Tory Lanez,say it,tory lanez,genius,https://genius.com/Tory-lanez-say-it-lyrics,631.0
172,2016,2010,75,Antidote,Travis Scott,antidote,travis scott,genius,https://genius.com/Travis-scott-antidote-lyrics,556.0
173,2016,2010,76,Lost Boy,Ruth B,lost boy,ruth b,genius,https://genius.com/Ruth-b-lost-boy-lyrics,437.0
174,2016,2010,77,Side to Side,Ariana Grande featuring Nicki Minaj,side to side,ariana grande,genius,https://genius.com/Ariana-grande-side-to-side-lyrics,530.0
175,2016,2010,78,"Sit Still, Look Pretty",Daya,sit still look pretty,daya,genius,https://genius.com/Daya-sit-still-look-pretty-lyrics,508.0
176,2016,2010,79,Wildest Dreams,Taylor Swift,wildest dreams,taylor swi,genius,https://genius.com/Taylor-swift-wildest-dreams-lyrics,356.0
177,2016,2010,80,Middle,DJ Snake featuring Bipolar Sunshine,middle,dj snake,genius,https://genius.com/Dj-snake-middle-lyrics,203.0
178,2016,2010,81,On My Mind,Ellie Goulding,on my mind,ellie goulding,genius,https://genius.com/Ellie-goulding-on-my-mind-lyrics,542.0
179,2016,2010,82,Pop Style,Drake featuring Jay-Z and Kanye West,pop style,drake,genius,https://genius.com/Drake-pop-style-single-version-lyrics,406.0
180,2016,2010,83,When We Were Young,Adele,when we were young,adele,genius,https://genius.com/Adele-when-we-were-young-lyrics,442.0
181,2016,2010,84,Hide Away,Daya,hide away,daya,genius,https://genius.com/Daya-hide-away-lyrics,382.0
182,2016,2010,85,Lean On,Major Lazer and DJ Snake featuring MØ,lean on,major lazer and dj snake,genius,https://genius.com/Genius-greek-translations-major-lazer-lean-on-ft-m-and-dj-snake-lyrics,417.0
183,2016,2010,86,I Know What You Did Last Summer,Shawn Mendes and Camila Cabello,i know what you did last summer,shawn mendes and camila cabello,genius,https://genius.com/Shawn-mendes-and-camila-cabello-i-know-what-you-did-last-summer-lyrics,688.0
184,2016,2010,87,All the Way Up,Fat Joe and Remy Ma featuring French Montana and Infared,all the way up,fat joe and remy ma,genius,https://genius.com/Fat-joe-and-remy-ma-all-the-way-up-lyrics,505.0
185,2016,2010,88,Watch Me,Silentó,watch me,silento,genius,https://genius.com/Silento-watch-me-whip-lyrics,428.0
186,2016,2010,89,Back to Sleep,Chris Brown,back to sleep,chris brown,genius,https://genius.com/Chris-brown-back-to-sleep-lyrics,467.0
187,2016,2010,90,No Limit,Usher featuring Young Thug,no limit,usher,genius,https://genius.com/Usher-no-limit-lyrics,586.0
188,2016,2010,91,Cut It,O.T. Genasis featuring Young Dolph,cut it,ot genasis,genius,https://genius.com/Ot-genasis-cut-it-lyrics,699.0
189,2016,2010,92,Really Really,Kevin Gates,really really,kevin gates,genius,https://genius.com/Kevin-gates-really-really-lyrics,618.0
190,2016,2010,93,All In My Head (Flex),Fifth Harmony featuring Fetty Wap,all in my head flex,fi,genius,https://genius.com/Fifth-harmony-all-in-my-head-flex-lyrics,513.0
